Customer_ID,Voice_Plan_ID,Broadband_Plan_Id,Streaming_ID,Invoice_Due_Date,Invoice_Date,No_Calls,No_Minutes,Roaming_Minutes,Total_Call_Charge,No_Extra_Channel_Subscription,Extra_Channel_Chargers,Total_Streaming_Charge,Extra_Data_GB_Used,Extra_Data_Charge,Total_Broadband_Charge,Service_Charge,Due_Charges,Paperless_Billing,Payment_Method
5522-JBWMO,V002,B004,S002,3/30/2023,1/30/2023,8,16,17,108,1,15,315,0,0,600,150,1173,No,Bank Withdrawal
5522-NYKPB,V002,B001,S002,3/30/2023,1/30/2023,8,12,13,126,2,30,330,0,0,600,150,1206,No,Bank Withdrawal
5524-KHNJP,V001,B001,S004,3/30/2023,1/30/2023,19,49,50,342,7,105,405,0,0,600,150,1497,No,Credit Card
5527-ACHSO,V002,B002,S002,3/30/2023,1/30/2023,21,48,49,324,9,135,435,0,0,600,150,1509,No,Credit Card
5529-GIBVH,V004,B001,S001,3/30/2023,1/30/2023,5,3,4,54,2,30,330,0,0,600,150,1134,No,Credit Card
5533-NHFRF,V004,B001,S003,3/30/2023,1/30/2023,0,,,0,3,45,345,0,0,600,150,1095,Yes,Bank Withdrawal
5533-RJFTJ,V004,B004,S004,3/30/2023,1/30/2023,0,,,0,3,45,345,0,0,600,150,1095,Yes,Bank Withdrawal
5536-RTPWK,V002,B001,S004,3/30/2023,1/30/2023,6,20,21,150,6,90,390,0,0,600,150,1290,Yes,Bank Withdrawal
5536-SLHPM,V003,B004,S003,3/30/2023,1/30/2023,6,19,20,117,9,135,435,0,0,600,150,1302,Yes,Bank Withdrawal
5537-UXXVS,V001,B001,S003,3/30/2023,1/30/2023,17,48,49,309,9,135,435,0,0,600,150,1494,No,Bank Withdrawal
5539-HIVAK,V001,B004,S002,3/30/2023,1/30/2023,9,26,27,228,4,60,360,0,0,600,150,1338,No,Mailed Check
5539-TMZLF,V002,B004,S001,3/30/2023,1/30/2023,15,34,35,282,4,60,360,0,0,600,150,1392,Yes,Bank Withdrawal
5542-DHSXL,V001,B002,S002,3/30/2023,1/30/2023,2,7,8,111,8,120,420,0,0,600,150,1281,No,Credit Card
5542-NKVRU,V004,B004,S001,3/30/2023,1/30/2023,6,18,19,129,9,135,435,0,0,600,150,1314,Yes,Bank Withdrawal
5542-TBBWB,V003,B001,S004,3/30/2023,1/30/2023,8,9,10,102,9,135,435,10,200,800,150,1487,Yes,Bank Withdrawal
5543-QDCRY,V004,B003,S004,3/30/2023,1/30/2023,11,21,22,138,1,15,315,0,0,600,150,1203,Yes,Bank Withdrawal
5546-BYZSM,V001,B004,S004,3/30/2023,1/30/2023,6,15,16,150,4,60,360,0,0,600,150,1260,No,Bank Withdrawal
5546-QUERU,V001,B004,S002,3/30/2023,1/30/2023,10,16,17,153,0,0,300,0,0,600,150,1203,Yes,Credit Card
5549-ZGHFB,V001,B003,S004,3/30/2023,1/30/2023,7,22,23,171,3,45,345,0,0,600,150,1266,No,Credit Card
5550-VFRLC,V003,B002,S002,3/30/2023,1/30/2023,19,43,44,324,2,30,330,40,800,1400,150,2204,Yes,Bank Withdrawal
5552-ZNFSJ,V003,B001,S004,3/30/2023,1/30/2023,12,34,35,222,4,60,360,0,0,600,150,1332,No,Bank Withdrawal
5553-AOINX,V004,B004,S003,3/30/2023,1/30/2023,17,39,40,312,0,0,300,0,0,600,150,1362,Yes,Bank Withdrawal
5555-RNPGT,V001,B003,S002,3/30/2023,1/30/2023,14,34,35,222,3,45,345,0,0,600,150,1317,No,Credit Card
5561-NWEVX,V004,B001,S001,3/30/2023,1/30/2023,9,18,19,99,2,30,330,0,0,600,150,1179,No,Bank Withdrawal
5562-BETPV,V001,B003,S002,3/30/2023,1/30/2023,12,23,24,189,7,105,405,0,0,600,150,1344,No,Mailed Check
5562-YJQGT,V002,B001,S001,3/30/2023,1/30/2023,2,2,3,81,1,15,315,0,0,600,150,1146,No,Credit Card
5564-NEMQO,V001,B002,S004,3/30/2023,1/30/2023,15,35,36,210,1,15,315,20,400,1000,150,1675,Yes,Bank Withdrawal
5565-FILXA,V004,B002,S002,3/30/2023,1/30/2023,13,39,40,252,2,30,330,0,0,600,150,1332,Yes,Bank Withdrawal
5566-SOEZD,V004,B002,S001,3/30/2023,1/30/2023,6,16,17,93,8,120,420,0,0,600,150,1263,Yes,Credit Card
5567-GZKQY,V001,B003,S004,3/30/2023,1/30/2023,9,29,30,222,1,15,315,0,0,600,150,1287,No,Credit Card
5567-WSELE,V001,B003,S004,3/30/2023,1/30/2023,10,32,33,231,6,90,390,0,0,600,150,1371,Yes,Bank Withdrawal
5568-DMXZS,V003,B001,S002,3/30/2023,1/30/2023,16,37,38,216,4,60,360,0,0,600,150,1326,Yes,Bank Withdrawal
5569-IDSEY,V004,B001,S001,3/30/2023,1/30/2023,9,29,30,252,10,150,450,0,0,600,150,1452,Yes,Bank Withdrawal
5569-KGJHX,V003,B004,S004,3/30/2023,1/30/2023,8,14,15,117,2,30,330,50,1000,1600,150,2197,Yes,Bank Withdrawal
5569-OUICF,V002,B002,S004,3/30/2023,1/30/2023,8,16,17,153,4,60,360,0,0,600,150,1263,Yes,Credit Card
5570-PTWEH,V004,B003,S003,3/30/2023,1/30/2023,5,15,16,150,8,120,420,0,0,600,150,1320,Yes,Credit Card
5572-ZDXHY,V001,B002,S002,3/30/2023,1/30/2023,9,29,30,222,4,60,360,0,0,600,150,1332,Yes,Mailed Check
5574-NXZIU,V002,B002,S003,3/30/2023,1/30/2023,7,13,14,144,10,150,450,0,0,600,150,1344,No,Credit Card
5575-GNVDE,V004,B004,S002,3/30/2023,1/30/2023,5,17,18,141,1,15,315,0,0,600,150,1206,No,Mailed Check
5575-TPIZQ,V001,B002,S003,3/30/2023,1/30/2023,15,38,39,219,4,60,360,0,0,600,150,1329,Yes,Credit Card
5577-OTWWW,V002,B004,S002,3/30/2023,1/30/2023,17,40,41,255,2,30,330,0,0,600,150,1335,No,Bank Withdrawal
5578-NKCXI,V002,B001,S001,3/30/2023,1/30/2023,15,39,40,297,1,15,315,0,0,600,150,1362,No,Credit Card
5583-EJXRD,V003,B001,S001,3/30/2023,1/30/2023,0,,,0,10,150,450,0,0,600,150,1200,Yes,Credit Card
5583-SXDAG,V003,B002,S002,3/30/2023,1/30/2023,11,19,20,117,5,75,375,10,200,800,150,1442,No,Bank Withdrawal
5590-BYNII,V004,B004,S002,3/30/2023,1/30/2023,13,36,37,213,10,150,450,0,0,600,150,1413,Yes,Bank Withdrawal
5590-YRFJT,V004,B002,S001,3/30/2023,1/30/2023,0,,,0,0,0,300,0,0,600,150,1050,Yes,Bank Withdrawal
5590-ZSKRV,V003,B004,S002,3/30/2023,1/30/2023,14,39,40,252,1,15,315,0,0,600,150,1317,No,Credit Card
5593-SUAOO,V001,B004,S004,3/30/2023,1/30/2023,15,41,42,258,1,15,315,0,0,600,150,1323,No,Bank Withdrawal
5597-GLBUC,V004,B002,S002,3/30/2023,1/30/2023,11,23,24,204,7,105,405,0,0,600,150,1359,Yes,Bank Withdrawal
5598-IKHQQ,V001,B003,S001,3/30/2023,1/30/2023,3,7,8,111,1,15,315,0,0,600,150,1176,No,Credit Card
5599-HVLTW,V002,B001,S001,3/30/2023,1/30/2023,6,7,8,81,10,150,450,0,0,600,150,1281,Yes,Bank Withdrawal
5600-KTXFM,V001,B002,S002,3/30/2023,1/30/2023,11,29,30,192,9,135,435,0,0,600,150,1377,No,Credit Card
5600-PDUJF,V004,B002,S002,3/30/2023,1/30/2023,11,27,28,186,5,75,375,0,0,600,150,1311,Yes,Credit Card
5602-BVFMK,V004,B002,S004,3/30/2023,1/30/2023,18,42,43,276,6,90,390,0,0,600,150,1416,No,Credit Card
5605-IYGFG,V001,B004,S002,3/30/2023,1/30/2023,10,27,28,186,2,30,330,0,0,600,150,1266,Yes,Bank Withdrawal
5605-XNWEN,V004,B003,S003,3/30/2023,1/30/2023,14,29,30,222,3,45,345,0,0,600,150,1317,Yes,Bank Withdrawal
5606-AMZBO,V002,B001,S004,3/30/2023,1/30/2023,12,38,39,279,5,75,375,0,0,600,150,1404,Yes,Credit Card
5609-CEBID,V001,B001,S001,3/30/2023,1/30/2023,20,49,50,372,3,45,345,80,1600,2200,150,3067,Yes,Bank Withdrawal
5609-IMCGG,V003,B002,S002,3/30/2023,1/30/2023,2,6,7,33,3,45,345,0,0,600,150,1128,Yes,Credit Card
5614-DNZCE,V004,B001,S002,3/30/2023,1/30/2023,10,29,30,177,8,120,420,0,0,600,150,1347,Yes,Credit Card
5616-PRTNT,V004,B003,S001,3/30/2023,1/30/2023,7,23,24,129,4,60,360,0,0,600,150,1239,Yes,Bank Withdrawal
5619-PTMIK,V003,B003,S002,3/30/2023,1/30/2023,15,45,46,300,7,105,405,0,0,600,150,1455,No,Bank Withdrawal
5619-XZZKR,V003,B004,S003,3/30/2023,1/30/2023,5,7,8,66,5,75,375,0,0,600,150,1191,No,Credit Card
5622-UEJFI,V002,B001,S004,3/30/2023,1/30/2023,15,33,34,189,7,105,405,0,0,600,150,1344,Yes,Credit Card
5624-BQSSA,V003,B003,S004,3/30/2023,1/30/2023,16,40,41,315,4,60,360,0,0,600,150,1425,No,Credit Card
5624-RYAMH,V001,B001,S003,3/30/2023,1/30/2023,15,47,48,351,6,90,390,0,0,600,150,1491,Yes,Bank Withdrawal
5626-MGTUK,V002,B003,S004,3/30/2023,1/30/2023,8,25,26,165,0,0,300,30,600,1200,150,1815,Yes,Bank Withdrawal
5627-TVBPP,V003,B004,S004,3/30/2023,1/30/2023,10,26,27,153,9,135,435,0,0,600,150,1338,Yes,Credit Card
5628-FCGYG,V004,B002,S001,3/30/2023,1/30/2023,16,49,50,357,0,0,300,0,0,600,150,1407,Yes,Bank Withdrawal
5628-RKIFK,V003,B003,S004,3/30/2023,1/30/2023,13,25,26,165,0,0,300,0,0,600,150,1215,No,Credit Card
5630-AHZIL,V001,B003,S001,3/30/2023,1/30/2023,15,40,41,255,0,0,300,60,1200,1800,150,2505,Yes,Bank Withdrawal
5630-IXDXV,V002,B004,S001,3/30/2023,1/30/2023,7,15,16,135,5,75,375,0,0,600,150,1260,Yes,Bank Withdrawal
5639-NTUPK,V004,B003,S002,3/30/2023,1/30/2023,6,19,20,177,7,105,405,0,0,600,150,1332,Yes,Credit Card
5640-CAXOA,V002,B003,S002,3/30/2023,1/30/2023,0,,,0,8,120,420,0,0,600,150,1170,Yes,Credit Card
5641-DMBFJ,V002,B003,S001,3/30/2023,1/30/2023,15,31,32,243,2,30,330,0,0,600,150,1323,Yes,Bank Withdrawal
5642-MHDQT,V003,B003,S001,3/30/2023,1/30/2023,7,11,12,63,7,105,405,0,0,600,150,1218,Yes,Bank Withdrawal
5644-PDMZC,V003,B001,S003,3/30/2023,1/30/2023,18,47,48,321,7,105,405,0,0,600,150,1476,No,Bank Withdrawal
5647-FXOTP,V002,B001,S002,3/30/2023,1/30/2023,13,37,38,276,0,0,300,110,2200,2800,150,3526,Yes,Bank Withdrawal
5647-URDKA,V002,B004,S003,3/30/2023,1/30/2023,9,12,13,126,2,30,330,0,0,600,150,1206,No,Credit Card
5649-ANRML,V002,B003,S004,3/30/2023,1/30/2023,5,13,14,99,1,15,315,0,0,600,150,1164,Yes,Credit Card
5649-RXQTV,V004,B004,S003,3/30/2023,1/30/2023,14,42,43,321,4,60,360,0,0,600,150,1431,Yes,Bank Withdrawal
5649-TJHOV,V004,B002,S002,3/30/2023,1/30/2023,0,,,0,3,45,345,30,600,1200,150,1695,No,Bank Withdrawal
5649-VUKMC,V003,B001,S003,3/30/2023,1/30/2023,11,35,36,270,10,150,450,0,0,600,150,1470,No,Mailed Check
5650-VDUDS,V002,B004,S004,3/30/2023,1/30/2023,0,,,0,0,0,300,0,0,600,150,1050,Yes,Mailed Check
5650-YLIBA,V003,B001,S004,3/30/2023,1/30/2023,19,42,43,306,3,45,345,0,0,600,150,1401,Yes,Bank Withdrawal
5651-CPDND,V003,B004,S001,3/30/2023,1/30/2023,4,14,15,147,4,60,360,0,0,600,150,1257,No,Credit Card
5651-CRHKQ,V003,B001,S004,3/30/2023,1/30/2023,6,13,14,69,9,135,435,0,0,600,150,1254,Yes,Bank Withdrawal
5651-WYIPH,V002,B001,S001,3/30/2023,1/30/2023,18,41,42,243,2,30,330,0,0,600,150,1323,Yes,Credit Card
5651-YLPRD,V002,B004,S001,3/30/2023,1/30/2023,9,27,28,201,2,30,330,130,2600,3200,150,3881,Yes,Bank Withdrawal
5652-MSDEY,V004,B001,S002,3/30/2023,1/30/2023,15,40,41,255,7,105,405,0,0,600,150,1410,Yes,Mailed Check
5655-JSMZM,V004,B004,S002,3/30/2023,1/30/2023,15,32,33,201,2,30,330,0,0,600,150,1281,Yes,Bank Withdrawal
5656-JAMLX,V004,B004,S003,3/30/2023,1/30/2023,9,14,15,117,1,15,315,0,0,600,150,1182,No,Bank Withdrawal
5656-MJEFC,V004,B003,S001,3/30/2023,1/30/2023,0,,,0,10,150,450,0,0,600,150,1200,No,Credit Card
5663-QBGIS,V004,B001,S004,3/30/2023,1/30/2023,19,45,46,270,9,135,435,0,0,600,150,1455,No,Bank Withdrawal
5666-CYCYZ,V003,B002,S003,3/30/2023,1/30/2023,6,18,19,114,6,90,390,0,0,600,150,1254,Yes,Bank Withdrawal
5666-MBJPT,V002,B003,S001,3/30/2023,1/30/2023,10,20,21,165,10,150,450,0,0,600,150,1365,Yes,Bank Withdrawal
5668-MEISB,V002,B002,S002,3/30/2023,1/30/2023,7,6,7,108,5,75,375,0,0,600,150,1233,No,Credit Card
5669-SRAIP,V004,B002,S003,3/30/2023,1/30/2023,0,,,0,3,45,345,0,0,600,150,1095,No,Bank Withdrawal
5671-RQRLP,V003,B002,S001,3/30/2023,1/30/2023,9,17,18,126,8,120,420,0,0,600,150,1296,Yes,Credit Card
5671-UUNXD,V004,B003,S003,3/30/2023,1/30/2023,12,37,38,216,4,60,360,0,0,600,150,1326,Yes,Bank Withdrawal
5673-FSSMF,V003,B004,S004,3/30/2023,1/30/2023,12,33,34,204,9,135,435,20,400,1000,150,1789,Yes,Bank Withdrawal
5673-TIYIB,V002,B003,S004,3/30/2023,1/30/2023,0,,,0,6,90,390,0,0,600,150,1140,Yes,Credit Card
5676-CFLYY,V004,B004,S001,3/30/2023,1/30/2023,9,16,17,168,9,135,435,0,0,600,150,1353,Yes,Credit Card
5678-VFNEQ,V004,B003,S002,3/30/2023,1/30/2023,3,4,5,72,0,0,300,0,0,600,150,1122,Yes,Credit Card
5680-LQOGP,V003,B004,S004,3/30/2023,1/30/2023,9,15,16,90,6,90,390,90,1800,2400,150,3030,Yes,Credit Card
5681-LLOEI,V002,B001,S004,3/30/2023,1/30/2023,15,42,43,306,1,15,315,0,0,600,150,1371,Yes,Credit Card
5684-FJVYR,V001,B002,S002,3/30/2023,1/30/2023,4,10,11,135,7,105,405,0,0,600,150,1290,Yes,Bank Withdrawal
5685-IIXLY,V004,B003,S004,3/30/2023,1/30/2023,7,7,8,111,7,105,405,0,0,600,150,1266,Yes,Bank Withdrawal
5686-CMAWK,V002,B004,S002,3/30/2023,1/30/2023,20,50,51,330,5,75,375,0,0,600,150,1455,No,Bank Withdrawal
5687-DKDTV,V003,B001,S001,3/30/2023,1/30/2023,13,38,39,279,0,0,300,0,0,600,150,1329,No,Credit Card
5688-KZTSN,V003,B003,S002,3/30/2023,1/30/2023,11,31,32,258,8,120,420,0,0,600,150,1428,Yes,Bank Withdrawal
5692-FPTAH,V001,B003,S002,3/30/2023,1/30/2023,16,38,39,249,1,15,315,0,0,600,150,1314,Yes,Credit Card
5692-ICXLW,V001,B002,S001,3/30/2023,1/30/2023,17,47,48,306,3,45,345,100,2000,2600,150,3401,Yes,Bank Withdrawal
5693-PIPCS,V001,B003,S003,3/30/2023,1/30/2023,7,22,23,186,8,120,420,0,0,600,150,1356,Yes,Credit Card
5696-CEIQJ,V002,B002,S003,3/30/2023,1/30/2023,7,13,14,69,2,30,330,0,0,600,150,1149,No,Bank Withdrawal
5696-EXCYS,V001,B001,S002,3/30/2023,1/30/2023,14,39,40,282,8,120,420,0,0,600,150,1452,No,Credit Card
5696-JVVQY,V004,B003,S002,3/30/2023,1/30/2023,6,4,5,87,1,15,315,30,600,1200,150,1752,Yes,Credit Card
5696-QURRL,V004,B003,S004,3/30/2023,1/30/2023,8,14,15,102,5,75,375,70,1400,2000,150,2627,Yes,Credit Card
5697-GOMBF,V002,B002,S002,3/30/2023,1/30/2023,0,,,0,1,15,315,40,800,1400,150,1865,Yes,Bank Withdrawal
5698-BQJOH,V004,B003,S001,3/30/2023,1/30/2023,12,27,28,216,4,60,360,0,0,600,150,1326,No,Bank Withdrawal
5699-BNCAS,V002,B004,S002,3/30/2023,1/30/2023,1,5,6,75,3,45,345,0,0,600,150,1170,Yes,Credit Card
5701-GUXDC,V002,B002,S003,3/30/2023,1/30/2023,0,,,0,8,120,420,0,0,600,150,1170,No,Credit Card
5701-SVCWR,V004,B003,S002,3/30/2023,1/30/2023,14,33,34,234,2,30,330,0,0,600,150,1314,No,Credit Card
5701-YVSVF,V004,B003,S004,3/30/2023,1/30/2023,10,29,30,192,10,150,450,0,0,600,150,1392,Yes,Bank Withdrawal
5701-ZIKJE,V001,B003,S004,3/30/2023,1/30/2023,15,34,35,252,6,90,390,0,0,600,150,1392,Yes,Credit Card
5702-KVQRD,V001,B003,S002,3/30/2023,1/30/2023,12,28,29,159,0,0,300,0,0,600,150,1209,Yes,Bank Withdrawal
5702-SKUOB,V003,B002,S001,3/30/2023,1/30/2023,12,29,30,177,0,0,300,0,0,600,150,1227,No,Credit Card
5707-ORNDZ,V001,B001,S002,3/30/2023,1/30/2023,4,2,3,66,9,135,435,0,0,600,150,1251,No,Bank Withdrawal
5707-ZMDJP,V001,B003,S002,3/30/2023,1/30/2023,11,32,33,201,10,150,450,0,0,600,150,1401,Yes,Credit Card
5708-EVONK,V004,B002,S004,3/30/2023,1/30/2023,4,4,5,72,9,135,435,0,0,600,150,1257,Yes,Bank Withdrawal
5709-LVOEQ,V002,B002,S003,3/30/2023,1/30/2023,11,31,32,183,4,60,360,0,0,600,150,1293,No,Mailed Check
5712-AHQNN,V003,B001,S004,3/30/2023,1/30/2023,14,27,28,201,5,75,375,0,0,600,150,1326,Yes,Bank Withdrawal
5712-PTIWW,V004,B002,S001,3/30/2023,1/30/2023,8,16,17,138,2,30,330,0,0,600,150,1218,Yes,Bank Withdrawal
5712-VBOXD,V001,B004,S003,3/30/2023,1/30/2023,0,1,2,0,3,45,345,0,0,600,150,1095,Yes,Credit Card
5716-EZXZN,V001,B002,S003,3/30/2023,1/30/2023,9,13,14,144,2,30,330,0,0,600,150,1224,Yes,Credit Card
5716-LIBJC,V001,B001,S002,3/30/2023,1/30/2023,5,12,13,81,0,0,300,0,0,600,150,1131,Yes,Credit Card
5724-BIDBU,V003,B001,S002,3/30/2023,1/30/2023,18,42,43,246,10,150,450,0,0,600,150,1446,Yes,Bank Withdrawal
5726-CVNYA,V001,B001,S001,3/30/2023,1/30/2023,9,17,18,156,2,30,330,0,0,600,150,1236,Yes,Credit Card
5727-MYATE,V004,B001,S002,3/30/2023,1/30/2023,9,21,22,168,6,90,390,0,0,600,150,1308,Yes,Credit Card
5729-KLZAR,V001,B003,S001,3/30/2023,1/30/2023,19,44,45,297,10,150,450,40,800,1400,150,2297,No,Bank Withdrawal
5730-DBDSI,V002,B002,S004,3/30/2023,1/30/2023,19,46,47,348,9,135,435,0,0,600,150,1533,No,Bank Withdrawal
5730-RIITO,V001,B001,S004,3/30/2023,1/30/2023,0,,,0,9,135,435,40,800,1400,150,1985,Yes,Credit Card
5732-IKGQH,V003,B002,S004,3/30/2023,1/30/2023,16,39,40,267,5,75,375,0,0,600,150,1392,Yes,Bank Withdrawal
5734-EJKXG,V002,B004,S001,3/30/2023,1/30/2023,13,39,40,312,10,150,450,0,0,600,150,1512,Yes,Bank Withdrawal
5736-YEJAX,V003,B003,S002,3/30/2023,1/30/2023,13,26,27,168,10,150,450,80,1600,2200,150,2968,Yes,Credit Card
5740-YHGTW,V002,B001,S001,3/30/2023,1/30/2023,13,32,33,216,5,75,375,0,0,600,150,1341,Yes,Credit Card
5743-KHMNA,V003,B002,S003,3/30/2023,1/30/2023,17,39,40,297,9,135,435,0,0,600,150,1482,No,Bank Withdrawal
5747-PMBSQ,V003,B002,S002,3/30/2023,1/30/2023,3,11,12,123,0,0,300,100,2000,2600,150,3173,Yes,Credit Card
5748-RNCJT,V002,B002,S003,3/30/2023,1/30/2023,11,27,28,156,3,45,345,0,0,600,150,1251,Yes,Bank Withdrawal
5751-USDBL,V004,B001,S003,3/30/2023,1/30/2023,18,46,47,288,8,120,420,0,0,600,150,1458,No,Mailed Check
5753-QQWPW,V001,B002,S003,3/30/2023,1/30/2023,5,11,12,138,3,45,345,0,0,600,150,1233,Yes,Bank Withdrawal
5756-JYOJT,V003,B003,S002,3/30/2023,1/30/2023,5,5,6,30,0,0,300,0,0,600,150,1080,No,Credit Card
5756-OZRIO,V003,B004,S003,3/30/2023,1/30/2023,11,34,35,282,6,90,390,0,0,600,150,1422,No,Bank Withdrawal
5759-RCVCB,V003,B001,S002,3/30/2023,1/30/2023,0,,,0,5,75,375,0,0,600,150,1125,No,Credit Card
5760-FXFVO,V003,B003,S004,3/30/2023,1/30/2023,15,30,31,195,7,105,405,0,0,600,150,1350,Yes,Bank Withdrawal
5760-IFJOZ,V001,B003,S002,3/30/2023,1/30/2023,21,48,49,324,6,90,390,0,0,600,150,1464,No,Mailed Check
5760-WRAHC,V002,B002,S004,3/30/2023,1/30/2023,20,50,51,300,5,75,375,0,0,600,150,1425,Yes,Mailed Check
5762-TJXGK,V001,B004,S003,3/30/2023,1/30/2023,0,,,0,6,90,390,0,0,600,150,1140,Yes,Bank Withdrawal
5766-FTRTS,V002,B004,S001,3/30/2023,1/30/2023,14,35,36,210,9,135,435,0,0,600,150,1395,No,Credit Card
5766-XQXMQ,V004,B004,S002,3/30/2023,1/30/2023,4,1,2,0,6,90,390,0,0,600,150,1140,Yes,Bank Withdrawal
5766-ZJYBB,V002,B004,S001,3/30/2023,1/30/2023,3,3,4,24,4,60,360,0,0,600,150,1134,No,Mailed Check
5774-QPLTF,V001,B003,S002,3/30/2023,1/30/2023,14,27,28,231,3,45,345,0,0,600,150,1326,Yes,Credit Card
5774-XZTQC,V004,B001,S002,3/30/2023,1/30/2023,6,6,7,63,1,15,315,0,0,600,150,1128,No,Credit Card
5777-KJIRB,V004,B001,S002,3/30/2023,1/30/2023,9,23,24,144,9,135,435,0,0,600,150,1329,Yes,Credit Card
5777-ZPQNC,V002,B003,S002,3/30/2023,1/30/2023,10,27,28,231,5,75,375,0,0,600,150,1356,No,Bank Withdrawal
5778-BVOFB,V001,B001,S004,3/30/2023,1/30/2023,13,39,40,282,3,45,345,0,0,600,150,1377,Yes,Bank Withdrawal
5780-INQIK,V001,B001,S003,3/30/2023,1/30/2023,11,21,22,198,5,75,375,0,0,600,150,1323,No,Bank Withdrawal
5781-BKHOP,V001,B002,S001,3/30/2023,1/30/2023,14,42,43,321,8,120,420,0,0,600,150,1491,No,Bank Withdrawal
5781-RFZRP,V001,B002,S004,3/30/2023,1/30/2023,16,34,35,252,3,45,345,0,0,600,150,1347,No,Credit Card
5787-KXGIY,V002,B003,S003,3/30/2023,1/30/2023,4,3,4,54,3,45,345,0,0,600,150,1149,No,Credit Card
5788-YPOEG,V003,B003,S002,3/30/2023,1/30/2023,8,9,10,57,1,15,315,0,0,600,150,1122,No,Credit Card
5789-LDFXO,V001,B003,S004,3/30/2023,1/30/2023,15,47,48,276,5,75,375,0,0,600,150,1401,No,Bank Withdrawal
5791-KAJFD,V004,B002,S001,3/30/2023,1/30/2023,16,43,44,309,8,120,420,0,0,600,150,1479,Yes,Bank Withdrawal
5792-JALQC,V003,B001,S004,3/30/2023,1/30/2023,16,34,35,267,1,15,315,0,0,600,150,1332,No,Bank Withdrawal
5793-YOLJN,V002,B003,S003,3/30/2023,1/30/2023,13,39,40,252,5,75,375,0,0,600,150,1377,No,Credit Card
5795-BKOYE,V002,B002,S003,3/30/2023,1/30/2023,8,14,15,162,3,45,345,0,0,600,150,1257,No,Bank Withdrawal
5795-KTGUD,V004,B001,S003,3/30/2023,1/30/2023,17,47,48,336,10,150,450,0,0,600,150,1536,Yes,Bank Withdrawal
5797-APWZC,V003,B002,S001,3/30/2023,1/30/2023,13,32,33,186,6,90,390,0,0,600,150,1326,No,Bank Withdrawal
5799-JRCZO,V002,B002,S004,3/30/2023,1/30/2023,10,24,25,147,2,30,330,0,0,600,150,1227,No,Credit Card
5802-ADBRC,V001,B002,S003,3/30/2023,1/30/2023,12,21,22,123,5,75,375,0,0,600,150,1248,Yes,Mailed Check
5803-NQJZO,V003,B001,S001,3/30/2023,1/30/2023,9,16,17,123,10,150,450,0,0,600,150,1323,Yes,Bank Withdrawal
5804-HYIEZ,V002,B003,S002,3/30/2023,1/30/2023,17,40,41,270,4,60,360,0,0,600,150,1380,Yes,Bank Withdrawal
5804-JMYIO,V002,B002,S004,3/30/2023,1/30/2023,5,16,17,153,5,75,375,0,0,600,150,1278,No,Credit Card
5804-LEPIM,V004,B002,S002,3/30/2023,1/30/2023,8,13,14,84,1,15,315,0,0,600,150,1149,Yes,Bank Withdrawal
5808-TOTXO,V002,B003,S004,3/30/2023,1/30/2023,7,11,12,138,1,15,315,0,0,600,150,1203,Yes,Credit Card
5811-IWXYM,V003,B002,S004,3/30/2023,1/30/2023,20,45,46,315,1,15,315,0,0,600,150,1380,No,Bank Withdrawal
5813-UECBU,V004,B001,S004,3/30/2023,1/30/2023,18,39,40,252,0,0,300,0,0,600,150,1302,Yes,Credit Card
5815-HGGHV,V004,B004,S001,3/30/2023,1/30/2023,15,34,35,222,5,75,375,100,2000,2600,150,3347,Yes,Credit Card
5816-JMLGY,V004,B003,S001,3/30/2023,1/30/2023,18,40,41,255,8,120,420,0,0,600,150,1425,Yes,Bank Withdrawal
5816-QVHRX,V002,B001,S002,3/30/2023,1/30/2023,15,45,46,270,8,120,420,0,0,600,150,1440,No,Credit Card
5816-SCGFC,V002,B003,S003,3/30/2023,1/30/2023,8,11,12,78,9,135,435,0,0,600,150,1263,Yes,Credit Card
5820-PTRYM,V004,B002,S001,3/30/2023,1/30/2023,13,27,28,186,5,75,375,0,0,600,150,1311,Yes,Credit Card
5821-MMEIL,V004,B001,S001,3/30/2023,1/30/2023,18,45,46,285,2,30,330,0,0,600,150,1365,No,Bank Withdrawal
5825-XJOCM,V002,B003,S004,3/30/2023,1/30/2023,10,26,27,168,3,45,345,0,0,600,150,1263,Yes,Bank Withdrawal
5827-MWCZK,V001,B004,S001,3/30/2023,1/30/2023,12,24,25,147,4,60,360,0,0,600,150,1257,Yes,Credit Card
5828-AVIPD,V003,B002,S003,3/30/2023,1/30/2023,3,6,7,78,9,135,435,0,0,600,150,1263,Yes,Bank Withdrawal
5828-DWPIL,V002,B001,S002,3/30/2023,1/30/2023,6,5,6,45,6,90,390,0,0,600,150,1185,Yes,Bank Withdrawal
5829-NVSQN,V003,B003,S004,3/30/2023,1/30/2023,13,31,32,258,7,105,405,0,0,600,150,1413,Yes,Bank Withdrawal
5832-EXGTT,V002,B001,S003,3/30/2023,1/30/2023,0,1,2,0,2,30,330,0,0,600,150,1080,Yes,Credit Card
5832-TRLPB,V004,B004,S002,3/30/2023,1/30/2023,4,4,5,102,4,60,360,0,0,600,150,1212,Yes,Bank Withdrawal
5832-XKAES,V004,B003,S002,3/30/2023,1/30/2023,16,38,39,279,5,75,375,0,0,600,150,1404,Yes,Credit Card
