Servie_Line_ID,Customer_ID,Service_Line Activation Date,Tenure in Months,Offer,Contract,Premimum_Tech_Support
,5478-JJVZK,12/29/2020,33,None,Month-to-Month,No
,5480-HPRRX,6/17/2023,3,None,Month-to-Month,No
,5480-TBGPH,9/25/2021,24,None,Month-to-Month,No
,5480-XTFFL,2/27/2021,31,Offer C,Two Year,Yes
,5481-NTDOH,3/15/2018,67,None,One Year,Yes
,5482-NUPNA,5/18/2023,4,None,Month-to-Month,No
,5482-PLVPE,7/17/2023,2,None,Month-to-Month,No
,5482-VXSXJ,11/24/2021,22,None,Month-to-Month,Yes
,5485-ITNPC,4/14/2018,66,None,Two Year,Yes
,5485-WUYWF,7/17/2023,2,None,Month-to-Month,Yes
,5493-SDRDQ,7/17/2023,2,Offer E,Month-to-Month,No
,5494-HECPR,8/16/2023,1,Offer E,Month-to-Month,Yes
,5494-WOZRZ,11/15/2017,71,None,Two Year,No
,5495-GPSRW,1/23/2022,20,None,Two Year,Yes
,5498-IBWPI,4/14/2018,66,Offer A,One Year,Yes
,5498-TXHLF,11/29/2020,34,None,Month-to-Month,Yes
,5499-ECUTN,11/5/2019,47,None,One Year,No
,5501-TVMGM,8/16/2023,1,None,Month-to-Month,No
,5502-RLUYV,1/14/2018,69,None,Month-to-Month,No
,5504-WSIUR,12/15/2017,70,None,One Year,No
,5505-OVWQW,4/23/2022,17,None,One Year,No
,5510-BOIUJ,8/16/2023,1,None,Month-to-Month,Yes
,5512-IDZEI,12/5/2019,46,None,One Year,No
,5514-YQENT,5/3/2020,41,None,Two Year,No
,5515-AKOAJ,4/9/2019,54,None,Month-to-Month,Yes
,5515-IDEJJ,8/16/2023,1,Offer E,Month-to-Month,No
,5515-RUGKN,1/18/2023,8,None,Month-to-Month,Yes
,5519-NPHVG,9/20/2022,12,None,Month-to-Month,No
,5519-TEEUH,12/29/2020,33,Offer C,One Year,Yes
,5519-YLDGW,12/24/2021,21,Offer D,Month-to-Month,Yes
,5520-FVEWJ,9/20/2022,12,None,Month-to-Month,Yes
,5522-JBWMO,8/16/2023,1,None,Month-to-Month,Yes
,5522-NYKPB,8/26/2021,25,Offer C,Month-to-Month,Yes
,5524-KHNJP,12/29/2020,33,Offer C,One Year,Yes
,5527-ACHSO,10/20/2022,11,None,Month-to-Month,No
,5529-GIBVH,11/5/2019,47,None,Two Year,No
,5533-NHFRF,2/17/2023,7,None,Two Year,No
,5533-RJFTJ,9/6/2019,49,Offer B,Month-to-Month,No
,5536-RTPWK,9/6/2019,49,Offer B,Month-to-Month,Yes
,5536-SLHPM,3/10/2019,55,None,Month-to-Month,Yes
,5537-UXXVS,1/23/2022,20,Offer D,Month-to-Month,No
,5539-HIVAK,5/28/2021,28,None,Month-to-Month,Yes
,5539-TMZLF,8/16/2023,1,None,Month-to-Month,No
,5542-DHSXL,5/18/2023,4,None,Month-to-Month,Yes
,5542-NKVRU,4/3/2020,42,Offer B,Two Year,Yes
,5542-TBBWB,8/16/2023,1,None,Month-to-Month,No
,5543-QDCRY,5/18/2023,4,None,Month-to-Month,No
,5546-BYZSM,5/3/2020,41,Offer B,Month-to-Month,Yes
,5546-QUERU,8/21/2022,13,None,One Year,No
,5549-ZGHFB,8/7/2019,50,None,Two Year,Yes
,5550-VFRLC,8/16/2023,1,None,Month-to-Month,Yes
,5552-ZNFSJ,8/16/2023,1,None,Month-to-Month,No
,5553-AOINX,4/14/2018,66,None,One Year,Yes
,5555-RNPGT,11/19/2022,10,Offer D,Month-to-Month,Yes
,5561-NWEVX,7/17/2023,2,Offer E,Month-to-Month,Yes
,5562-BETPV,8/16/2023,1,Offer E,One Year,No
,5562-YJQGT,7/17/2023,2,None,Month-to-Month,No
,5564-NEMQO,8/16/2023,1,Offer E,Month-to-Month,Yes
,5565-FILXA,5/23/2022,16,None,Month-to-Month,Yes
,5566-SOEZD,6/27/2021,27,None,One Year,Yes
,5567-GZKQY,12/10/2018,58,Offer B,Two Year,Yes
,5567-WSELE,6/17/2023,3,Offer E,Month-to-Month,No
,5568-DMXZS,1/18/2023,8,Offer E,Month-to-Month,Yes
,5569-IDSEY,11/15/2017,71,Offer A,One Year,No
,5569-KGJHX,12/19/2022,9,Offer E,Month-to-Month,No
,5569-OUICF,5/28/2021,28,Offer C,Month-to-Month,Yes
,5570-PTWEH,6/17/2023,3,None,Month-to-Month,Yes
,5572-ZDXHY,11/24/2021,22,None,Month-to-Month,No
,5574-NXZIU,7/13/2018,63,None,Two Year,Yes
,5575-GNVDE,11/29/2020,34,None,One Year,No
,5575-TPIZQ,12/5/2019,46,Offer B,Month-to-Month,No
,5577-OTWWW,6/22/2022,15,Offer D,Month-to-Month,Yes
,5578-NKCXI,12/10/2018,58,None,One Year,Yes
,5583-EJXRD,2/3/2020,44,None,Two Year,Yes
,5583-SXDAG,8/16/2023,1,Offer E,Month-to-Month,No
,5590-BYNII,11/24/2021,22,None,Month-to-Month,No
,5590-YRFJT,1/23/2022,20,None,Month-to-Month,Yes
,5590-ZSKRV,1/18/2023,8,Offer E,Month-to-Month,Yes
,5593-SUAOO,9/25/2021,24,None,One Year,Yes
,5597-GLBUC,8/16/2023,1,Offer E,Month-to-Month,No
,5598-IKHQQ,10/16/2017,72,Offer A,Two Year,Yes
,5599-HVLTW,7/22/2022,14,None,Two Year,No
,5600-KTXFM,7/17/2023,2,Offer E,Month-to-Month,No
,5600-PDUJF,3/19/2023,6,None,Month-to-Month,Yes
,5602-BVFMK,9/20/2022,12,None,One Year,No
,5605-IYGFG,2/17/2023,7,None,Month-to-Month,Yes
,5605-XNWEN,10/16/2017,72,None,Two Year,Yes
,5606-AMZBO,11/19/2022,10,None,Month-to-Month,No
,5609-CEBID,1/23/2022,20,None,Month-to-Month,Yes
,5609-IMCGG,6/22/2022,15,Offer D,Month-to-Month,Yes
,5614-DNZCE,12/10/2018,58,None,Two Year,Yes
,5616-PRTNT,1/23/2022,20,None,Month-to-Month,Yes
,5619-PTMIK,12/5/2019,46,Offer B,Month-to-Month,No
,5619-XZZKR,5/18/2023,4,None,One Year,No
,5622-UEJFI,10/30/2020,35,None,Two Year,No
,5624-BQSSA,8/16/2023,1,None,Month-to-Month,Yes
,5624-RYAMH,12/19/2022,9,None,Month-to-Month,Yes
,5626-MGTUK,1/23/2022,20,None,Month-to-Month,No
,5627-TVBPP,10/30/2020,35,None,One Year,Yes
,5628-FCGYG,12/24/2021,21,None,Month-to-Month,No
,5628-RKIFK,9/6/2019,49,None,One Year,Yes
,5630-AHZIL,6/17/2023,3,Offer E,Month-to-Month,No
,5630-IXDXV,11/5/2019,47,Offer B,Month-to-Month,Yes
,5639-NTUPK,8/21/2022,13,Offer D,Month-to-Month,No
,5640-CAXOA,3/29/2021,30,None,One Year,No
,5641-DMBFJ,12/10/2018,58,None,Two Year,Yes
,5642-MHDQT,5/9/2019,53,Offer B,One Year,Yes
,5644-PDMZC,7/17/2023,2,None,Month-to-Month,No
,5647-FXOTP,10/11/2018,60,Offer B,Month-to-Month,Yes
,5647-URDKA,1/18/2023,8,None,Two Year,Yes
,5649-ANRML,7/17/2023,2,Offer E,Month-to-Month,Yes
,5649-RXQTV,7/8/2019,51,Offer B,Month-to-Month,Yes
,5649-TJHOV,6/27/2021,27,Offer C,Month-to-Month,No
,5649-VUKMC,9/20/2022,12,None,One Year,Yes
,5650-VDUDS,5/18/2023,4,Offer E,Month-to-Month,Yes
,5650-YLIBA,2/27/2021,31,None,Month-to-Month,Yes
,5651-CPDND,11/19/2022,10,Offer D,Month-to-Month,Yes
,5651-CRHKQ,5/3/2020,41,None,One Year,No
,5651-WYIPH,3/24/2022,18,None,One Year,Yes
,5651-YLPRD,1/28/2021,32,None,Month-to-Month,No
,5652-MSDEY,11/19/2022,10,None,Month-to-Month,Yes
,5655-JSMZM,9/6/2019,49,Offer B,Month-to-Month,Yes
,5656-JAMLX,8/12/2018,62,None,Two Year,Yes
,5656-MJEFC,4/3/2020,42,Offer B,Two Year,Yes
,5663-QBGIS,10/16/2017,72,None,Two Year,Yes
,5666-CYCYZ,9/25/2021,24,None,Month-to-Month,No
,5666-MBJPT,5/14/2018,65,Offer B,Two Year,No
,5668-MEISB,10/16/2017,72,None,Two Year,No
,5669-SRAIP,4/18/2023,5,Offer E,Month-to-Month,Yes
,5671-RQRLP,12/15/2017,70,Offer A,Two Year,No
,5671-UUNXD,8/7/2019,50,None,One Year,Yes
,5673-FSSMF,8/16/2023,1,Offer E,Month-to-Month,Yes
,5673-TIYIB,7/17/2023,2,Offer E,Month-to-Month,Yes
,5676-CFLYY,11/15/2017,71,Offer A,Two Year,Yes
,5678-VFNEQ,11/15/2017,71,Offer A,One Year,No
,5680-LQOGP,2/13/2018,68,Offer A,Two Year,Yes
,5681-LLOEI,3/4/2020,43,None,One Year,No
,5684-FJVYR,10/16/2017,72,Offer A,Two Year,No
,5685-IIXLY,4/18/2023,5,None,Month-to-Month,Yes
,5686-CMAWK,4/23/2022,17,None,One Year,Yes
,5687-DKDTV,5/18/2023,4,None,Month-to-Month,No
,5688-KZTSN,6/22/2022,15,None,Month-to-Month,No
,5692-FPTAH,8/16/2023,1,None,Month-to-Month,No
,5692-ICXLW,2/27/2021,31,None,Two Year,Yes
,5693-PIPCS,5/3/2020,41,Offer B,Two Year,Yes
,5696-CEIQJ,3/15/2018,67,Offer A,Two Year,Yes
,5696-EXCYS,4/23/2022,17,Offer D,Two Year,No
,5696-JVVQY,10/6/2019,48,Offer B,Two Year,No
,5696-QURRL,8/16/2023,1,None,Month-to-Month,Yes
,5697-GOMBF,5/28/2021,28,None,One Year,No
,5698-BQJOH,12/19/2022,9,None,Month-to-Month,No
,5699-BNCAS,11/15/2017,71,Offer A,Two Year,No
,5701-GUXDC,7/27/2021,26,None,One Year,Yes
,5701-SVCWR,8/16/2023,1,Offer E,Month-to-Month,Yes
,5701-YVSVF,10/20/2022,11,Offer D,One Year,No
,5701-ZIKJE,8/21/2022,13,Offer D,Month-to-Month,Yes
,5702-KVQRD,11/15/2017,71,Offer A,Two Year,Yes
,5702-SKUOB,5/18/2023,4,None,Month-to-Month,No
,5707-ORNDZ,12/19/2022,9,Offer E,Month-to-Month,No
,5707-ZMDJP,5/9/2019,53,None,Two Year,No
,5708-EVONK,12/10/2018,58,None,Month-to-Month,No
,5709-LVOEQ,11/19/2022,10,None,Two Year,Yes
,5712-AHQNN,3/4/2020,43,None,Month-to-Month,Yes
,5712-PTIWW,7/17/2023,2,Offer E,Month-to-Month,No
,5712-VBOXD,5/18/2023,4,Offer E,Month-to-Month,Yes
,5716-EZXZN,5/14/2018,65,None,Two Year,No
,5716-LIBJC,8/21/2022,13,Offer D,One Year,No
,5724-BIDBU,9/6/2019,49,None,One Year,No
,5726-CVNYA,1/18/2023,8,Offer E,Two Year,No
,5727-MYATE,10/16/2017,72,Offer A,Two Year,No
,5729-KLZAR,5/18/2023,4,Offer E,Month-to-Month,No
,5730-DBDSI,4/14/2018,66,Offer A,Two Year,Yes
,5730-RIITO,3/4/2020,43,None,Two Year,Yes
,5732-IKGQH,6/8/2019,52,None,One Year,No
,5734-EJKXG,9/11/2018,61,Offer B,One Year,No
,5736-YEJAX,1/14/2018,69,Offer A,Two Year,No
,5740-YHGTW,12/15/2017,70,None,Month-to-Month,No
,5743-KHMNA,11/15/2017,71,None,Two Year,Yes
,5747-PMBSQ,11/19/2022,10,None,Month-to-Month,Yes
,5748-RNCJT,1/14/2018,69,Offer A,Two Year,Yes
,5751-USDBL,12/5/2019,46,None,Two Year,Yes
,5753-QQWPW,5/28/2021,28,Offer C,One Year,Yes
,5756-JYOJT,10/20/2022,11,None,One Year,No
,5756-OZRIO,9/11/2018,61,None,One Year,Yes
,5759-RCVCB,6/17/2023,3,Offer E,Month-to-Month,No
,5760-FXFVO,3/19/2023,6,Offer E,Month-to-Month,Yes
,5760-IFJOZ,6/17/2023,3,None,Month-to-Month,Yes
,5760-WRAHC,11/24/2021,22,Offer D,One Year,No
,5762-TJXGK,6/8/2019,52,Offer B,Two Year,No
,5766-FTRTS,10/16/2017,72,Offer A,Two Year,No
,5766-XQXMQ,4/28/2021,29,None,Month-to-Month,Yes
,5766-ZJYBB,8/16/2023,1,None,Month-to-Month,No
,5774-QPLTF,8/7/2019,50,None,One Year,No
,5774-XZTQC,2/17/2023,7,Offer E,Month-to-Month,Yes
,5777-KJIRB,6/2/2020,40,None,One Year,No
,5777-ZPQNC,9/20/2022,12,Offer D,One Year,No
,5778-BVOFB,12/19/2022,9,Offer E,Month-to-Month,Yes
,5780-INQIK,1/18/2023,8,None,Month-to-Month,No
,5781-BKHOP,10/16/2017,72,Offer A,Two Year,No
,5781-RFZRP,11/15/2017,71,None,Two Year,No
,5787-KXGIY,10/16/2017,72,None,Two Year,No
,5788-YPOEG,11/29/2020,34,Offer C,Two Year,Yes
,5789-LDFXO,9/25/2021,24,Offer C,One Year,No
,5791-KAJFD,2/8/2019,56,None,One Year,No
,5792-JALQC,6/8/2019,52,Offer B,Two Year,No
,5793-YOLJN,3/10/2019,55,Offer B,Two Year,No
,5795-BKOYE,1/14/2018,69,Offer A,One Year,Yes
,5795-KTGUD,2/13/2018,68,Offer A,Two Year,No
,5797-APWZC,8/16/2023,1,Offer E,Month-to-Month,Yes
,5799-JRCZO,7/13/2018,63,None,Two Year,Yes
,5802-ADBRC,8/7/2019,50,Offer B,One Year,No
,5803-NQJZO,10/16/2017,72,None,Two Year,No
,5804-HYIEZ,12/15/2017,70,Offer A,Month-to-Month,Yes
,5804-JMYIO,7/2/2020,39,Offer C,Two Year,No
,5804-LEPIM,7/17/2023,2,Offer E,Month-to-Month,No
,5808-TOTXO,6/17/2023,3,None,One Year,No
,5811-IWXYM,6/8/2019,52,Offer B,One Year,Yes
,5813-UECBU,12/29/2020,33,None,Month-to-Month,Yes
,5815-HGGHV,1/23/2022,20,Offer D,One Year,Yes
,5816-JMLGY,12/15/2017,70,None,Two Year,No
,5816-QVHRX,8/31/2020,37,None,Month-to-Month,No
,5816-SCGFC,2/17/2023,7,None,Two Year,Yes
,5820-PTRYM,2/8/2019,56,None,One Year,Yes
,5821-MMEIL,1/9/2019,57,None,Two Year,No
,5825-XJOCM,10/6/2019,48,None,One Year,Yes
,5827-MWCZK,2/8/2019,56,Offer B,Month-to-Month,No
,5828-AVIPD,2/22/2022,19,None,One Year,No
,5828-DWPIL,8/12/2018,62,None,Month-to-Month,Yes
,5829-NVSQN,10/25/2021,23,None,One Year,No
,5832-EXGTT,4/28/2021,29,None,Month-to-Month,Yes
,5832-TRLPB,4/28/2021,29,None,One Year,No
,5832-XKAES,7/17/2023,2,Offer E,Month-to-Month,Yes
,5834-ASPWA,8/16/2023,1,None,Month-to-Month,No
,5835-BEQEU,6/17/2023,3,None,Month-to-Month,Yes
,5837-LXSDN,12/24/2021,21,None,One Year,No
,5839-SUYVZ,5/23/2022,16,None,Month-to-Month,Yes
,5840-NVDCG,5/23/2022,16,None,Two Year,No
,5842-POCOP,4/18/2023,5,None,Month-to-Month,No
,5843-TTHGI,3/24/2022,18,None,Month-to-Month,Yes
,5844-QVTAT,12/29/2020,33,Offer C,One Year,Yes
,5845-BZZIB,10/30/2020,35,None,Two Year,No
,5846-ABOBJ,11/15/2017,71,None,Two Year,Yes
,5846-NEQVZ,11/15/2017,71,None,Two Year,Yes
,5846-QFDFI,12/29/2020,33,Offer C,Month-to-Month,Yes
,5847-MXBEO,11/24/2021,22,Offer D,One Year,No
,5848-FHRFC,2/13/2018,68,Offer A,Two Year,Yes
,5849-ASHZJ,6/27/2021,27,None,One Year,Yes
,5850-BDWCY,3/19/2023,6,Offer E,Month-to-Month,Yes
,5854-KSRBJ,12/15/2017,70,Offer A,Two Year,No
,5855-EIBDE,9/6/2019,49,None,Two Year,Yes
,5857-TYBCJ,2/3/2020,44,Offer B,Two Year,No
,5857-XRECV,7/17/2023,2,None,One Year,No
,5858-EAFCZ,8/16/2023,1,None,Month-to-Month,Yes
,5859-HZYLF,7/27/2021,26,None,Two Year,No
,5862-BRIXZ,12/5/2019,46,Offer B,Two Year,Yes
,5863-OOKCL,11/19/2022,10,Offer D,Month-to-Month,No
,5868-CZJDR,8/16/2023,1,Offer E,Month-to-Month,Yes
,5868-YTYKS,8/16/2023,1,Offer E,Month-to-Month,No
,5868-YWPDW,3/19/2023,6,None,Month-to-Month,No
,5871-DGTXZ,1/28/2021,32,Offer C,One Year,Yes
,5872-OEQNH,10/11/2018,60,Offer B,One Year,No
,5875-YPQFJ,8/16/2023,1,Offer E,Month-to-Month,Yes
,5876-HZVZM,3/19/2023,6,Offer E,Month-to-Month,No
,5876-QMYLD,10/25/2021,23,None,One Year,Yes
,5879-HMFFH,10/16/2017,72,None,Two Year,Yes
,5879-SESNB,10/20/2022,11,Offer D,Month-to-Month,No
,5882-CMAZQ,4/18/2023,5,None,Month-to-Month,Yes
,5883-GTGVD,2/22/2022,19,Offer D,Month-to-Month,No
,5884-FBCTL,10/16/2017,72,None,Two Year,Yes
,5884-GCYMI,8/16/2023,1,Offer E,Month-to-Month,Yes
,5886-VLQVU,10/30/2020,35,None,Month-to-Month,No
,5887-IKKYO,12/10/2018,58,Offer B,Two Year,Yes
,5889-JTMUL,8/7/2019,50,Offer B,Month-to-Month,No
,5889-LFOLL,8/21/2022,13,Offer D,Month-to-Month,No
,5893-KCLGT,10/16/2017,72,None,Two Year,Yes
,5893-PYOLZ,2/8/2019,56,Offer B,Two Year,No
,5895-QSXOD,12/19/2022,9,None,Month-to-Month,No
,5896-NPFWW,6/17/2023,3,None,Month-to-Month,No
,5897-ZYEKH,3/15/2018,67,None,One Year,Yes
,5898-IGSLP,2/27/2021,31,Offer C,Month-to-Month,No
,5899-MQZZL,8/21/2022,13,Offer D,Month-to-Month,Yes
,5899-OUVKV,2/27/2021,31,None,Month-to-Month,No
,5902-WBLSE,12/15/2017,70,None,Two Year,No
,5906-BFOZT,8/16/2023,1,None,Month-to-Month,Yes
,5906-CVLHP,1/4/2020,45,None,One Year,Yes
,5906-DVAPM,3/10/2019,55,None,One Year,No
,5908-QMGOE,6/22/2022,15,None,Month-to-Month,Yes
,5909-ECHUI,8/16/2023,1,None,Month-to-Month,Yes
,5913-INRQV,11/29/2020,34,None,One Year,No
,5914-DVBWJ,3/24/2022,18,None,Month-to-Month,Yes
,5914-GXMDA,1/28/2021,32,None,One Year,Yes
,5914-XRFQB,10/16/2017,72,None,Two Year,No
,5915-ANOEI,12/15/2017,70,None,Two Year,No
,5915-DGNVC,9/6/2019,49,Offer B,One Year,Yes
,5916-QEWPT,7/17/2023,2,Offer E,Month-to-Month,Yes
,5917-HBSDW,8/31/2020,37,None,Month-to-Month,Yes
,5917-RYRMG,1/28/2021,32,None,One Year,Yes
,5918-VUKWP,1/28/2021,32,Offer C,One Year,Yes
,5919-TMRGD,8/16/2023,1,None,Month-to-Month,No
,5919-VCZYM,7/17/2023,2,None,Month-to-Month,Yes
,5921-NGYRH,6/13/2018,64,Offer B,Month-to-Month,No
,5922-ABDVO,2/22/2022,19,Offer D,Month-to-Month,Yes
,5923-GXUOC,11/19/2022,10,None,Month-to-Month,Yes
,5924-IFQTT,8/21/2022,13,None,Month-to-Month,Yes
,5924-SNGKP,5/3/2020,41,None,One Year,Yes
,5928-QLDHB,12/19/2022,9,None,Month-to-Month,No
,5930-GBIWP,1/14/2018,69,None,Two Year,No
,5931-FLJJF,2/17/2023,7,None,Month-to-Month,Yes
,5934-RMPOV,11/24/2021,22,Offer D,Month-to-Month,Yes
,5934-TSSAU,10/25/2021,23,Offer D,Month-to-Month,Yes
,5935-FCCNB,4/23/2022,17,None,Two Year,No
,5937-EORGB,6/22/2022,15,None,Month-to-Month,No
,5939-SXWHM,10/6/2019,48,Offer B,Two Year,No
,5939-XAIXZ,2/22/2022,19,Offer D,Month-to-Month,No
,5940-AHUHD,8/16/2023,1,Offer E,Month-to-Month,Yes
,5940-NFXKV,2/22/2022,19,None,Month-to-Month,No
,5944-UGLLK,5/9/2019,53,Offer B,One Year,No
,5945-AZYHT,11/15/2017,71,Offer A,One Year,No
,5947-SGKCL,6/22/2022,15,Offer D,Month-to-Month,Yes
,5948-UJZLF,7/17/2023,2,None,Month-to-Month,Yes
,5949-EBSQK,5/18/2023,4,None,Month-to-Month,No
,5949-HGVJL,7/27/2021,26,None,Month-to-Month,Yes
,5949-XIKAE,1/18/2023,8,None,Month-to-Month,Yes
,5950-AAAGJ,3/24/2022,18,Offer D,Month-to-Month,Yes
,5951-AOFIH,12/29/2020,33,None,Month-to-Month,No
,5954-BDFSG,10/16/2017,72,None,Two Year,Yes
,5955-EPOAZ,3/19/2023,6,None,Month-to-Month,Yes
,5955-ERIHD,3/24/2022,18,Offer D,Month-to-Month,Yes
,5956-VKDTT,4/18/2023,5,Offer E,Month-to-Month,No
,5956-YHHRX,12/24/2021,21,Offer D,Two Year,No
,5959-BELXA,1/28/2021,32,Offer C,Month-to-Month,Yes
,5960-MVTUK,6/17/2023,3,Offer E,Month-to-Month,Yes
,5960-WPXQM,8/16/2023,1,None,Month-to-Month,Yes
,5961-VUSRV,9/20/2022,12,Offer D,One Year,No
,5965-GGPRW,10/16/2017,72,Offer A,Two Year,Yes
,5966-EMAZU,6/13/2018,64,Offer B,One Year,No
,5968-HYJRZ,11/5/2019,47,Offer B,Two Year,No
,5968-VXZLG,7/17/2023,2,None,Month-to-Month,No
,5968-XQIVE,10/16/2017,72,Offer A,One Year,Yes
,5970-GHJAW,12/5/2019,46,Offer B,Two Year,Yes
,5973-EJGDP,7/8/2019,51,Offer B,Month-to-Month,Yes
,5975-BAICR,9/30/2020,36,None,One Year,Yes
,5976-JCJRH,11/19/2022,10,Offer D,Month-to-Month,Yes
,5977-CKHON,3/4/2020,43,Offer B,Month-to-Month,Yes
,5980-BDHPY,10/16/2017,72,None,Two Year,Yes
,5980-NOPLP,2/3/2020,44,None,Month-to-Month,Yes
,5981-ITEMU,6/2/2020,40,Offer B,Month-to-Month,No
,5981-ZVXOT,10/30/2020,35,Offer C,One Year,No
,5982-FPVQN,8/31/2020,37,None,Month-to-Month,Yes
,5982-PSMKW,10/25/2021,23,Offer D,Two Year,Yes
,5982-XMDEX,5/14/2018,65,Offer B,Two Year,No
,5985-BEHZK,10/16/2017,72,Offer A,One Year,No
,5985-TBABQ,1/28/2021,32,Offer C,One Year,No
,5986-WWXDV,7/2/2020,39,None,One Year,No
,5989-AXPUC,2/13/2018,68,Offer A,Two Year,Yes
,5989-OMNJE,9/25/2021,24,None,One Year,No
,5989-PGKJB,5/23/2022,16,Offer D,Month-to-Month,Yes
,5993-BQHEA,9/20/2022,12,None,One Year,Yes
,5993-JSUWV,4/14/2018,66,None,Two Year,Yes
,5995-LFTLE,12/10/2018,58,None,Two Year,Yes
,5995-OIGLP,9/20/2022,12,None,Month-to-Month,No
,5995-SNNEW,10/25/2021,23,None,Month-to-Month,Yes
,5995-WWKKG,8/31/2020,37,Offer C,One Year,Yes
,5996-DAOQL,8/16/2023,1,Offer E,Month-to-Month,Yes
,5996-EBTKM,3/15/2018,67,Offer A,Two Year,Yes
,5996-NRVXR,6/2/2020,40,None,One Year,No
,5997-OPVFA,10/16/2017,72,Offer A,Two Year,No
,5998-DZLYR,9/11/2018,61,Offer B,Two Year,Yes
,5998-VVEJY,7/27/2021,26,None,Month-to-Month,Yes
,5999-LCXAO,8/16/2023,1,None,Month-to-Month,No
,6000-APYLU,12/19/2022,9,None,Month-to-Month,No
,6000-UKLWI,5/3/2020,41,None,Two Year,No
,6005-OBZPH,7/27/2021,26,Offer C,Month-to-Month,No
,6007-TCTST,10/16/2017,72,None,Two Year,No
,6008-NAIXK,4/9/2019,54,None,One Year,No
,6010-DDPPW,12/15/2017,70,Offer A,Two Year,No
,6013-BHCAW,9/11/2018,61,None,Two Year,Yes
,6015-VVHHE,4/18/2023,5,None,Month-to-Month,Yes
,6016-LVTJQ,11/29/2020,34,None,Month-to-Month,Yes
,6016-NXBNJ,10/30/2020,35,None,One Year,Yes
,6017-PPLPX,1/23/2022,20,None,Month-to-Month,Yes
,6022-KOUQO,7/17/2023,2,Offer E,Month-to-Month,Yes
,6022-UGGSO,1/28/2021,32,Offer C,Month-to-Month,No
,6023-GSSXW,1/14/2018,69,None,Two Year,Yes
,6023-YEBUP,6/17/2023,3,Offer E,Month-to-Month,Yes
,6024-RUGGH,10/16/2017,72,None,Two Year,No
,6029-CSMJE,4/23/2022,17,None,Month-to-Month,Yes
,6029-WTIPC,8/31/2020,37,Offer C,Month-to-Month,No
,6030-REHUX,5/28/2021,28,Offer C,One Year,No
,6032-IGALN,8/16/2023,1,None,Month-to-Month,Yes
,6032-KRXXO,3/29/2021,30,None,Month-to-Month,No
,6034-YMTOB,4/18/2023,5,None,Month-to-Month,No
,6034-ZRYCV,10/16/2017,72,Offer A,Two Year,Yes
,6035-BXTTY,1/28/2021,32,None,One Year,No
,6035-RIIOM,4/9/2019,54,None,Two Year,Yes
,6036-TTFYU,5/23/2022,16,None,Month-to-Month,No
,6038-GCYEC,9/25/2021,24,Offer C,Month-to-Month,Yes
,6040-CGACY,6/22/2022,15,None,Month-to-Month,No
,6047-SUHPR,7/2/2020,39,None,One Year,No
,6047-YHPVI,4/18/2023,5,None,Month-to-Month,Yes
,6048-NJXHX,5/3/2020,41,Offer B,Two Year,Yes
,6048-QBXKL,7/17/2023,2,Offer E,Month-to-Month,Yes
,6048-UWKAL,1/14/2018,69,None,Two Year,Yes
,6050-FFXES,1/14/2018,69,None,Two Year,Yes
,6050-IJRHS,12/15/2017,70,Offer A,One Year,No
,6051-PTVNS,3/10/2019,55,Offer B,One Year,Yes
,6060-DRTNL,4/18/2023,5,None,Month-to-Month,Yes
,6060-QBMGV,12/15/2017,70,Offer A,Two Year,No
,6061-GWWAV,5/3/2020,41,None,One Year,No
,6061-PQHMK,8/26/2021,25,None,One Year,Yes
,6064-PUPMC,10/25/2021,23,None,One Year,No
,6064-ZATLR,6/27/2021,27,None,Two Year,Yes
,6067-NGCEU,5/14/2018,65,None,Month-to-Month,Yes
,6072-NUQCB,11/24/2021,22,Offer D,One Year,Yes
,6075-QMNRR,6/8/2019,52,Offer B,Month-to-Month,Yes
,6075-SLNIL,8/1/2020,38,Offer C,Month-to-Month,No
,6077-BDPXA,6/17/2023,3,None,Month-to-Month,No
,6078-VESFR,8/21/2022,13,None,Month-to-Month,Yes
,6080-LNESI,7/8/2019,51,Offer B,Two Year,No
,6080-TCMYC,6/2/2020,40,None,Month-to-Month,Yes
,6082-GLJIX,3/24/2022,18,Offer D,Month-to-Month,No
,6082-OQFBA,10/25/2021,23,Offer D,One Year,No
,6086-ESGRL,8/16/2023,1,Offer E,Month-to-Month,No
,6087-MVHJH,5/23/2022,16,Offer D,Month-to-Month,Yes
,6087-YPWHO,10/16/2017,72,Offer A,Two Year,No
,6088-BXMRG,1/28/2021,32,None,Month-to-Month,No
,6092-QZVPP,9/30/2020,36,Offer C,Month-to-Month,Yes
,6094-ZIVKX,2/13/2018,68,Offer A,One Year,Yes
,6096-EGVTU,6/13/2018,64,None,One Year,Yes
,6097-EQISJ,4/14/2018,66,Offer A,One Year,Yes
,6100-FJZDG,7/27/2021,26,None,One Year,Yes
,6100-QQHEB,4/23/2022,17,Offer D,Month-to-Month,No
,6101-IMRMM,3/19/2023,6,Offer E,Month-to-Month,No
,6103-BOCOU,7/27/2021,26,Offer C,Month-to-Month,Yes
,6103-LIANB,11/10/2018,59,None,Two Year,Yes
,6103-QCKFX,2/3/2020,44,Offer B,Month-to-Month,Yes
,6108-OQZDQ,5/18/2023,4,Offer E,Month-to-Month,No
,6110-OHIHY,6/17/2023,3,Offer E,Month-to-Month,Yes
,6112-KTHFQ,8/21/2022,13,Offer D,Month-to-Month,No
