Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Multiple Lines,Multiple Lines
4402-FTBXC,Male,55,No,0,Hopland,95449,0,Yes,No
4403-BWPAY,Male,40,No,0,Los Angeles,90017,0,Yes,Yes
4404-HIBDJ,Female,48,No,0,San Jose,95131,0,No,No
4412-YLTKF,Female,72,No,1,Pico Rivera,90660,0,Yes,Yes
4415-IJZTP,Female,33,No,0,Los Angeles,90027,0,Yes,Yes
4415-WNGVR,Female,73,Yes,0,Daggett,92327,3,No,No
4418-LZMSV,Male,56,Yes,3,San Diego,92113,8,Yes,No
4419-UJMUS,Male,55,Yes,1,Wildomar,92595,0,Yes,Yes
4422-QVIJA,Female,52,No,1,Los Angeles,90035,0,No,Yes
4423-JWZJN,Male,57,Yes,2,Springville,93265,9,Yes,Yes
4423-YLHDV,Female,22,Yes,0,Los Angeles,90059,1,No,Yes
4424-TKOPW,Male,70,No,0,Crestline,92325,0,Yes,Yes
4425-OWHWB,Female,32,No,0,El Cajon,92019,0,No,No
4429-WYGFR,Male,36,No,0,Sacramento,95821,0,No,No
4430-UZIPO,Male,44,No,0,San Diego,92121,0,Yes,
4430-YHXGG,Female,20,No,3,San Lorenzo,94580,0,Yes,Yes
4431-EDMIQ,Female,47,Yes,3,Sugarloaf,92386,8,No,No
4432-ADRLB,Male,46,No,0,Fallbrook,92028,0,Yes,No
4433-JCGCG,Male,80,Yes,0,San Diego,92129,1,Yes,Yes
4439-JMPMT,Female,38,Yes,0,Comptche,95427,1,Yes,No
4439-YRNVD,Female,33,No,0,Selma,93662,0,Yes,
4441-NIHPT,Female,73,No,0,Freedom,95019,0,No,No
4443-EMBNA,Female,55,Yes,0,Castaic,91384,3,Yes,Yes
4445-KWOKW,Female,23,No,0,Potrero,91963,0,Yes,Yes
4445-ZJNMU,Male,30,No,0,Manhattan Beach,90266,0,No,Yes
4446-BZKHU,Male,44,Yes,0,Pleasant Hill,94523,1,Yes,Yes
4450-DLLMH,Male,53,No,0,Avalon,90704,0,No,No
4450-MDZFX,Male,50,Yes,4,Monrovia,91016,9,No,Yes
4450-YOOHP,Female,56,No,0,Sacramento,95818,0,No,
4451-RWASJ,Male,35,Yes,3,Lagunitas,94938,9,No,No
4452-QIIEB,Male,41,No,0,Glendora,91740,0,Yes,No
4452-ROHMO,Female,64,No,0,San Diego,92128,0,Yes,No
4455-BFSPD,Female,35,Yes,0,Escondido,92027,5,No,Yes
4456-RHSNB,Female,43,Yes,1,San Bernardino,92401,3,Yes,No
4458-KVRBJ,Male,25,No,0,San Jose,95110,0,Yes,Yes
4459-BBGHE,Male,61,No,1,Descanso,91916,0,No,
4462-CYWMH,Male,65,Yes,0,Lindsay,93247,7,Yes,Yes
4464-JCOLN,Male,40,Yes,0,Huron,93234,2,Yes,No
4465-VDKIQ,Female,61,No,0,Glendale,91201,0,Yes,No
4468-KAZHE,Female,70,Yes,0,Hughson,95326,1,No,No
4468-YDOVK,Male,57,No,2,Richmond,94805,0,Yes,No
4471-KXAUH,Female,58,Yes,0,Woody,93287,1,Yes,Yes
4472-LVYGI,Female,43,Yes,0,San Bernardino,92408,2,Yes,
4472-VESGY,Female,41,Yes,1,Durham,95938,6,Yes,Yes
4475-NVTLU,Male,21,Yes,1,Paso Robles,93446,6,Yes,No
4476-OSWTN,Male,73,Yes,0,Witter Springs,95493,2,No,Yes
4480-MBMLB,Female,52,No,0,Los Angeles,90066,0,No,Yes
4480-QQRHC,Female,72,No,0,Hydesville,95547,0,Yes,No
4482-EWFMI,Female,54,No,0,Arcadia,91006,0,No,No
4482-FTFFX,Male,23,No,0,Penngrove,94951,0,Yes,No
4484-CGXFK,Female,45,No,0,El Dorado,95623,0,No,No
4484-GLZOU,Female,20,Yes,0,San Dimas,91773,6,No,Yes
4486-EFAEB,Male,56,No,0,Los Angeles,90002,0,Yes,No
4487-ZYJZK,Female,60,Yes,2,Los Gatos,95032,1,No,No
4488-KQFDT,Female,21,No,0,Lemon Grove,91945,0,No,Yes
4488-PSYCG,Male,24,No,0,Seiad Valley,96086,0,Yes,No
4489-SNOJF,Female,28,Yes,2,Deer Park,94576,1,No,Yes
4495-LHSSK,Female,25,No,2,Camp Nelson,93208,0,No,Yes
4500-HKANN,Male,33,Yes,0,Anaheim,92807,6,Yes,Yes
4501-EQDRN,Female,64,No,0,Montclair,91763,0,No,No
4501-UYKBC,Female,65,No,0,Igo,96047,0,No,Yes
4501-VCPFK,Male,25,No,0,Coachella,92236,0,Yes,
4503-BDXBD,Male,41,No,0,Anaheim,92808,0,Yes,No
4504-YOULA,Female,42,Yes,3,Wilton,95693,0,Yes,Yes
4505-EXZHB,Female,75,No,0,Ducor,93218,0,Yes,No
4508-OEBEY,Male,41,Yes,0,Goleta,93117,2,No,No
4510-HIMLV,Male,50,No,0,La Habra,90631,0,No,No
4510-PYUSH,Female,67,No,0,Sylmar,91342,0,No,No
4512-ZUIYL,Female,31,No,0,Sunnyvale,94089,0,Yes,No
4513-CXYIX,Female,73,Yes,0,Lake Elsinore,92532,4,Yes,Yes
4514-GFCFI,Female,76,No,0,San Diego,92117,0,No,Yes
4518-FZBSX,Male,57,Yes,2,Coulterville,95311,4,No,No
4521-WFJAI,Male,52,No,0,Sacramento,95825,0,No,Yes
4521-YEEHE,Female,23,Yes,0,Anaheim,92805,8,Yes,Yes
4522-AKYLR,Female,68,No,0,Chino Hills,91709,0,Yes,No
4522-XRWWI,Male,30,Yes,0,Manton,96059,1,No,Yes
4523-WXCEF,Female,21,Yes,0,San Jose,95129,4,Yes,Yes
4524-QCSSM,Male,39,No,0,Encino,91436,0,Yes,
4525-VZCZG,Male,58,No,1,Vernalis,95385,0,No,No
4526-EXKKN,Male,27,No,0,Rio Nido,95471,0,No,Yes
4526-RMTLL,Male,32,Yes,1,Maywood,90270,0,Yes,Yes
4526-ZJJTM,Female,72,Yes,0,San Mateo,94403,1,Yes,No
4529-CKBCL,Female,51,No,0,Ventura,93001,0,Yes,No
4530-NDRKU,Female,31,Yes,3,Auburn,95603,4,No,No
4531-AUZNK,Female,21,Yes,1,Oakland,94610,2,Yes,Yes
4534-WGCIR,Female,56,Yes,2,Covina,91723,1,No,Yes
4536-PLEQY,Male,44,Yes,0,Los Angeles,90058,1,Yes,No
4537-CIBHB,Female,59,Yes,3,Arvin,93203,10,Yes,No
4537-DKTAL,Female,26,No,0,Darwin,93522,0,No,No
4538-WNTMJ,Female,39,Yes,0,Isleton,95641,0,Yes,Yes
4541-RMRLG,Male,53,No,0,Hayward,94541,0,No,No
4544-RXFMG,Male,48,Yes,2,North San Juan,95960,1,Yes,No
4546-FOKWR,Female,35,No,0,Los Gatos,95032,0,No,Yes
4547-FZJWE,Male,24,Yes,0,Forest Falls,92339,5,Yes,No
4547-KQRTM,Female,60,No,0,Eldridge,95431,0,Yes,Yes
4547-LYTDD,Female,35,No,0,North Hollywood,91601,0,Yes,Yes
4548-SDBKE,Female,26,No,0,San Dimas,91773,0,No,Yes
4549-ZDQYY,Female,35,No,0,Torrance,90505,0,No,No
4550-EVXNY,Female,52,No,0,San Francisco,94115,0,Yes,No
4550-VBOFE,Male,69,Yes,0,Soulsbyville,95372,1,Yes,Yes
4553-DVPZG,Female,30,Yes,0,Daly City,94015,10,No,Yes
4554-YGZIH,Male,75,Yes,0,Summerland,93067,3,No,Yes
4558-CGYCZ,Male,20,No,0,San Fernando,91340,0,Yes,No
4558-FANTW,Female,30,Yes,0,Fair Oaks,95628,1,Yes,No
4559-UWIHT,Male,37,Yes,0,Atascadero,93422,8,Yes,Yes
4560-WQAQW,Female,62,No,0,Mount Laguna,91948,0,No,Yes
4565-EVZMJ,Female,55,No,0,San Diego,92128,0,No,No
4565-NLZBV,Female,33,Yes,0,Kneeland,95549,5,No,Yes
4566-GOLUK,Male,43,Yes,0,Rosemead,91770,1,Yes,Yes
4566-NECEV,Male,40,No,0,Palos Verdes Peninsula,90274,0,No,Yes
4566-QVRRW,Female,41,Yes,0,Witter Springs,95493,1,Yes,No
4567-AKPIA,Female,28,Yes,2,Canyon Dam,95923,3,No,Yes
4568-KNYWR,Male,56,No,0,Fullerton,92831,0,Yes,No
4568-TTZRT,Male,36,No,0,Auburn,95602,0,Yes,No
4570-QHXHL,Female,48,No,0,Santa Ana,92704,0,Yes,No
4572-DVCGN,Female,40,No,0,San Diego,92122,0,No,No
4573-JKNAE,Male,44,No,3,Los Angeles,90032,0,Yes,No
4576-CSAJH,Male,22,No,0,San Diego,92121,0,Yes,No
4578-PHJYZ,Male,45,Yes,2,Orland,95963,9,No,No
4580-TMHJU,Female,57,Yes,0,Avenal,93204,3,Yes,No
4581-LNWUM,Female,47,No,0,San Pablo,94806,0,Yes,
4581-SSPWD,Female,63,No,0,Mountain View,94040,0,No,Yes
4583-PARNH,Male,66,Yes,0,Kerman,93630,1,No,No
4584-LBNMK,Male,79,Yes,0,Portola,96122,5,No,Yes
4585-HETAI,Female,25,Yes,0,Huntington Park,90255,5,No,No
4587-NUKOX,Female,60,No,0,Walnut,91789,0,No,No
4587-VVTOX,Female,23,Yes,0,Frazier Park,93222,1,Yes,Yes
4588-YBNIB,Female,24,No,0,Fremont,94539,0,Yes,No
4589-IUAJB,Male,36,Yes,0,Garden Grove,92843,1,No,Yes
4592-IWTJI,Female,46,Yes,2,Homewood,96141,1,No,
4597-ELFTS,Male,57,No,0,Glendale,91206,0,No,Yes
4597-NUCQV,Male,65,No,0,Oakland,94601,0,No,Yes
4598-XLKNJ,Female,78,Yes,1,Inglewood,90303,1,Yes,No
4598-ZADCK,Female,34,No,0,Hopland,95449,0,Yes,
4603-JANFB,Male,51,No,0,Glencoe,95232,0,Yes,No
4607-CHPCA,Male,63,Yes,0,San Martin,95046,1,No,No
4608-LCIMN,Male,45,Yes,3,Pismo Beach,93449,1,Yes,No
4609-KNNWG,Female,36,Yes,3,Dunnigan,95937,1,No,No
4611-ANLQC,Female,31,Yes,0,Castro Valley,94552,7,No,
4612-SSVHJ,Female,74,No,0,Yermo,92398,0,Yes,No
4612-THJBS,Female,68,No,0,Terra Bella,93270,0,No,Yes
4614-NUVZD,Female,53,No,0,Anaheim,92807,0,Yes,No
4615-PIVVU,Female,33,No,0,Ludlow,92338,0,No,No
4616-EWBNJ,Female,23,No,0,Los Angeles,90042,0,Yes,No
4616-ULAOA,Female,33,Yes,2,Escondido,92029,1,Yes,Yes
4619-EVPHY,Female,65,Yes,0,Lamont,93241,2,Yes,No
4622-YNKIJ,Male,59,No,0,Norwalk,90650,0,No,No
4623-ZKHLY,Male,43,Yes,0,Ontario,91762,1,Yes,No
4625-EWPTF,Male,55,No,0,Pasadena,91104,0,Yes,
4625-LAMOB,Male,36,No,0,Fresno,93705,0,No,No
4625-XMOYM,Female,37,Yes,1,Annapolis,95412,8,Yes,Yes
4626-GYCZP,Male,60,No,0,Eureka,95503,0,Yes,Yes
4626-OZDTJ,Female,35,Yes,0,Wildomar,92595,10,No,Yes
4627-MIHJH,Female,72,No,0,Stockton,95210,0,No,Yes
4628-CTTLA,Male,23,No,0,Sanger,93657,0,Yes,
4628-WQCQQ,Male,37,No,0,Whittier,90603,0,Yes,No
4629-NRXKX,Female,47,Yes,0,El Monte,91731,1,Yes,No
4631-OACRM,Male,78,No,0,Lake Forest,92630,0,Yes,No
4632-PAOYU,Male,37,Yes,1,Anaheim,92808,1,Yes,No
4632-XJMEX,Male,20,No,2,Fresno,93650,0,Yes,No
4633-MKHYU,Female,23,No,0,San Diego,92109,0,No,No
4634-JLRJT,Female,30,No,0,Ontario,91764,0,Yes,No
4635-EJYPD,Male,39,Yes,1,Tomales,94971,2,Yes,No
4636-JGAAI,Male,28,Yes,0,San Jose,95120,10,No,Yes
4636-OLWOE,Male,20,No,2,Fortuna,95540,0,No,No
4636-QRJKY,Female,64,Yes,0,Idyllwild,92549,1,Yes,Yes
4636-TVXVG,Male,28,Yes,2,Woodacre,94973,9,No,No
4640-UHDOS,Female,60,Yes,0,Phelan,92371,3,No,No
4641-FROLU,Female,49,Yes,1,La Honda,94020,8,Yes,No
4644-OBGFZ,Male,43,Yes,3,San Francisco,94115,5,No,No
4644-PIZRT,Male,36,Yes,3,Long Barn,95335,5,No,Yes
4646-QZXTF,Female,38,Yes,0,San Juan Bautista,95045,4,No,No
4647-MUZON,Female,56,Yes,0,Port Hueneme,93041,9,Yes,No
4647-XXZAM,Female,41,Yes,1,Los Angeles,90037,1,Yes,No
4648-YPBTM,Male,35,No,0,Arcadia,91007,0,No,Yes
4652-NNHNY,Male,32,Yes,0,Fellows,93224,1,No,Yes
4652-ODEVH,Male,43,Yes,3,Dutch Flat,95714,10,No,Yes
4654-DLAMQ,Female,69,Yes,0,Warner Springs,92086,9,Yes,No
4654-GGUII,Female,28,No,0,Smartville,95977,0,No,
4654-ULTTN,Male,34,Yes,0,Fillmore,93015,9,Yes,Yes
4656-CAURT,Male,57,No,0,Phillipsville,95559,0,Yes,Yes
4657-FWVFY,Female,51,Yes,2,Kings Beach,96143,4,No,Yes
4658-HCOHW,Female,52,Yes,0,Redwood Valley,95470,1,Yes,No
4659-NZRUF,Female,64,No,0,Oakland,94609,0,Yes,Yes
4660-IRIBM,Male,32,Yes,1,Crows Landing,95313,1,No,No
4661-NJEUX,Male,42,No,0,Portola Valley,94028,0,No,No
4662-EKDPQ,Male,44,No,0,San Diego,92121,0,Yes,Yes
4664-NJCMS,Female,52,Yes,0,San Francisco,94133,7,No,
4667-OHGKG,Male,61,No,0,Summerland,93067,0,Yes,No
4667-QONEA,Female,72,Yes,0,Los Angeles,90064,9,No,No
4670-TABXH,Male,53,Yes,0,Hawthorne,90250,6,Yes,Yes
4671-LXRDQ,Male,44,No,0,Salyer,95563,0,Yes,No
4671-VJLCL,Female,36,No,0,Los Angeles,90046,0,No,Yes
4672-FOTSD,Male,54,No,0,Dorris,96023,0,Yes,Yes
4673-KKSLS,Female,56,No,0,Oakland,94605,0,No,No
4674-HGNUA,Male,57,Yes,3,Petrolia,95558,6,No,Yes
4676-MQUEA,Male,80,Yes,0,Laguna Beach,92651,9,No,Yes
4676-WLUHT,Male,51,No,0,Darwin,93522,0,No,
4678-DVQEO,Female,41,No,0,Bass Lake,93604,0,Yes,No
4680-KUTAJ,Female,73,No,0,Beverly Hills,90212,0,Yes,Yes
4682-BLBUC,Male,19,Yes,0,La Crescenta,91214,1,Yes,No
4683-WYDOU,Male,54,Yes,0,Rancho Palos Verdes,90275,8,No,Yes
4685-ERGHK,Male,45,No,0,Gasquet,95543,0,No,Yes
4685-TFLLS,Male,39,Yes,3,Spreckels,93962,1,Yes,No
4686-GEFRM,Male,23,Yes,0,Pioneertown,92268,5,No,Yes
4686-UXDML,Female,24,No,0,Cutler,93615,0,No,Yes
4690-LLKUA,Male,68,No,0,San Diego,92130,0,No,No
4690-PKDQG,Female,66,Yes,0,San Diego,92102,3,No,Yes
4692-NNQRU,Female,49,Yes,0,Cloverdale,95425,7,Yes,No
4693-VWVBO,Female,60,No,0,Valley Springs,95252,0,No,No
4694-PHWFW,Female,26,No,3,San Francisco,94105,0,No,No
4695-VADHF,Male,53,Yes,0,Oakland,94606,1,Yes,No
4695-WJZUE,Female,68,No,0,Irvine,92606,0,No,Yes
4697-LUPSU,Male,22,Yes,0,Grover Beach,93433,6,Yes,No
4698-KVLLG,Female,66,No,0,San Quentin,94964,0,Yes,No
4700-UBQMV,Male,42,Yes,3,Stockton,95206,6,No,Yes
4701-AHWMW,Male,30,Yes,0,Susanville,96130,1,No,
4701-LKOZD,Female,64,No,0,Foresthill,95631,0,No,Yes
4701-MLJPN,Male,60,No,0,Fresno,93702,0,No,No
4702-HDRKD,Male,30,No,0,Knights Landing,95645,0,No,
4702-IOQDC,Female,58,No,0,Gustine,95322,0,No,No
4703-MQYKT,Male,43,No,0,Escondido,92025,0,Yes,No
4704-ERYFC,Female,19,Yes,0,Knights Landing,95645,1,No,No
4706-AXVKM,Female,78,No,0,Stevenson Ranch,91381,0,No,Yes
4706-DGAHW,Male,73,No,0,California Hot Springs,93207,0,Yes,No
4707-MAXGU,Male,36,Yes,0,Canyon Country,91351,1,Yes,Yes
4707-YNOQA,Female,57,Yes,1,Burnt Ranch,95527,6,No,Yes
4709-LKHYG,Female,23,Yes,0,Tarzana,91356,6,Yes,No
4710-FDUIZ,Male,50,Yes,0,Santa Ana,92707,2,Yes,Yes
4710-NKCAW,Male,42,Yes,2,El Cajon,92019,7,No,Yes
4712-AUQZO,Male,53,No,0,Pinole,94564,0,No,
4712-UYOOI,Female,21,Yes,3,Santa Cruz,95060,4,No,No
4713-LZDRV,Female,80,No,0,Malibu,90263,0,Yes,No
4713-ZBURT,Male,33,No,2,Brisbane,94005,0,No,Yes
4716-HHKQH,Male,68,Yes,0,Pomona,91767,3,No,Yes
4716-MRVEN,Female,30,No,0,Parlier,93648,0,No,No
4717-GHADL,Female,39,No,0,Callahan,96014,0,Yes,Yes
4718-DHSMV,Female,22,No,0,Llano,93544,0,Yes,
4718-WXBGI,Male,21,Yes,1,Twain Harte,95383,1,Yes,Yes
4719-UMSIY,Male,52,No,2,Lake Arrowhead,92352,0,No,No
4720-VSTSI,Female,54,No,0,Monterey Park,91754,0,Yes,Yes
4723-BEGSG,Male,35,Yes,0,Corona,92881,1,Yes,Yes
4724-WXVWF,Male,28,No,0,Earp,92242,0,Yes,Yes
4726-DLWQN,Male,69,No,0,Live Oak,95953,0,Yes,Yes
4727-MCYZG,Male,23,No,0,Union City,94587,0,No,No
4729-XKASR,Male,56,No,3,San Jose,95123,0,Yes,
4730-AWNAU,Male,59,Yes,0,Lower Lake,95457,7,Yes,
4732-RRJZC,Male,31,Yes,1,Bridgeville,95526,9,No,No
4735-ASGMA,Male,55,No,0,Carnelian Bay,96140,0,Yes,Yes
4735-BJKOU,Female,33,No,0,Los Angeles,90039,0,Yes,No
4737-AQCPU,Male,39,Yes,0,Los Angeles,90022,5,No,Yes
4737-HOBAX,Male,51,Yes,0,Penngrove,94951,5,No,Yes
4741-WWJQZ,Female,49,Yes,0,Forestville,95436,0,No,No
4742-DRORA,Male,59,Yes,0,Mecca,92254,5,Yes,Yes
4742-TXUEX,Female,24,Yes,3,Rialto,92376,1,Yes,No
4745-LSPLO,Male,22,No,0,San Diego,92111,0,No,No
4747-LCAQL,Male,28,No,0,Los Angeles,90037,0,No,No
4749-OJKQU,Female,36,No,0,San Jose,95132,0,Yes,Yes
4749-VFKVB,Female,47,No,0,Inverness,94937,0,No,Yes
4750-UKWJK,Female,77,Yes,0,Gilroy,95020,1,Yes,No
4750-ZRXIU,Female,68,No,0,Palo Alto,94304,0,No,Yes
4751-ERMAN,Male,43,Yes,0,Gazelle,96034,7,Yes,No
4753-PADAS,Female,23,Yes,0,Bieber,96009,2,No,Yes
4759-PXTAN,Female,34,Yes,0,Potter Valley,95469,7,No,Yes
4759-TRPLW,Male,40,No,0,Long Beach,90822,0,No,No
4760-THGOT,Female,33,Yes,0,San Jose,95134,9,Yes,Yes
4760-XOHVN,Female,54,Yes,2,Myers Flat,95554,1,Yes,No
4763-PGDPO,Female,19,No,0,Sacramento,95831,0,No,No
4765-OXPPD,Female,20,Yes,0,Ventura,93003,1,Yes,No
4767-HZZHQ,Male,32,Yes,3,Redondo Beach,90277,5,No,No
4770-QAZXN,Female,42,No,0,Tomales,94971,0,No,No
4770-UEZOX,Male,19,No,0,Fallbrook,92028,0,No,No
4774-HHGGS,Male,64,Yes,0,Janesville,96114,1,No,No
4776-XSKYQ,Female,48,Yes,1,Laguna Hills,92653,4,No,
4778-IZARL,Male,46,Yes,0,New Cuyama,93254,8,Yes,No
4779-ZGICK,Male,39,Yes,1,Los Angeles,90057,0,No,Yes
4781-ZXYGU,Male,25,Yes,2,Sausalito,94965,7,Yes,No
4782-OSFXZ,Female,72,Yes,0,Lodi,95242,1,Yes,Yes
4785-FCIFB,Female,20,Yes,0,Forest Falls,92339,10,Yes,Yes
4785-NKHCX,Male,65,No,0,O Neals,93645,0,No,No
4785-QRJHC,Male,80,Yes,0,San Francisco,94132,1,No,
4786-UKSNZ,Male,45,No,0,Clayton,94517,0,Yes,No
4789-KWMXN,Male,42,Yes,0,Tuolumne,95379,1,No,Yes
4791-QRGMF,Male,33,Yes,0,Miranda,95553,1,No,Yes
4795-KTRTH,Female,68,Yes,0,San Diego,92122,1,Yes,Yes
4795-UXVCJ,Male,63,No,0,Gonzales,93926,0,No,No
4795-WRNVT,Female,32,No,0,Pomona,91768,0,Yes,No
4797-AXPXK,Female,64,No,2,Lompoc,93436,0,Yes,No
4797-MIWUM,Male,22,Yes,3,Goleta,93117,0,No,No
4800-CZMPC,Female,24,Yes,0,Delano,93215,1,Yes,Yes
4800-VHZKI,Female,59,No,0,San Diego,92122,0,No,No
4801-JZAZL,Female,32,Yes,2,Angelus Oaks,92305,1,Yes,
4801-KFYKL,Male,28,No,3,Granada Hills,91344,0,No,No
4803-AXVYP,Female,75,No,0,Butte City,95920,0,No,Yes
4803-LBYPN,Male,44,Yes,1,Orange,92868,1,Yes,No
4804-NCPET,Male,32,Yes,3,Clearlake,95422,3,Yes,No
4806-DXQCE,Female,77,Yes,0,Santa Monica,90404,7,Yes,Yes
4806-HIPDW,Female,64,Yes,0,Calimesa,92320,1,No,No
4806-KEXQR,Male,27,No,0,Lockeford,95237,0,Yes,No
4807-IZYOZ,Female,25,No,0,North Palm Springs,92258,0,Yes,No
4808-YNLEU,Female,51,Yes,0,Maywood,90270,1,Yes,No
4811-JBUVU,Male,62,No,0,Sherman Oaks,91423,0,No,Yes
4813-HQMGZ,Female,54,Yes,0,Ducor,93218,4,Yes,Yes
4815-GBTCD,Female,55,Yes,0,Wishon,93669,1,No,
4815-TUMEQ,Female,25,No,0,Lynwood,90262,0,No,No
4815-YOSUK,Male,22,Yes,2,Aliso Viejo,92656,9,Yes,Yes
4816-JBHOV,Male,72,No,0,Los Angeles,90044,0,No,No
4816-LXZYW,Female,51,No,0,Long Beach,90810,0,No,Yes
4816-OKWNX,Male,38,Yes,1,Los Angeles,90034,2,Yes,No
4817-KEQSP,Female,43,Yes,2,Temecula,92592,2,No,No
4817-QRJSX,Female,46,No,0,Clovis,93612,0,Yes,Yes
4817-VYYWS,Female,21,No,0,Silverado,92676,0,Yes,Yes
4818-DRBQT,Male,29,Yes,0,Farmersville,93223,1,No,Yes
4818-QIUFN,Female,69,No,0,Desert Hot Springs,92241,0,No,Yes
4819-HJPIW,Male,32,No,0,Avery,95224,0,Yes,
4821-SJHJV,Female,25,Yes,3,Calipatria,92233,6,No,Yes
4821-WQOYN,Female,25,Yes,2,Little River,95456,6,Yes,No
4822-LPTYJ,Male,38,Yes,0,Los Angeles,90021,8,Yes,Yes
4822-NGOCH,Female,60,No,0,Sacramento,95831,0,Yes,Yes
4822-RVYBB,Male,75,No,0,Berkeley,94704,0,Yes,Yes
4822-YCXMX,Male,64,No,0,Fresno,93705,0,No,Yes
4824-GUCBY,Female,77,No,0,San Francisco,94127,0,Yes,No
4825-FUREZ,Male,49,Yes,0,San Jose,95148,10,Yes,No
4825-XJGDM,Female,59,No,0,Mccloud,96057,0,Yes,
4826-DXMUP,Male,23,No,2,Mountain View,94041,0,Yes,No
4826-TZEVA,Female,50,No,0,O Neals,93645,0,Yes,No
4826-XTSOH,Male,66,Yes,0,Moss Landing,95039,0,No,Yes
4827-DPADN,Female,28,Yes,3,Los Angeles,90032,3,Yes,Yes
4827-LTQRJ,Female,70,Yes,2,Shasta,96087,1,No,Yes
4827-USJHP,Male,45,No,0,Glendale,91208,0,No,No
4828-FAZPK,Female,30,Yes,2,Inglewood,90301,1,No,Yes
4829-AUOAX,Female,57,No,0,Los Angeles,90014,0,Yes,Yes
4829-ZLJTK,Female,80,Yes,0,Penngrove,94951,5,Yes,Yes
4830-FAXFM,Male,62,No,2,Korbel,95550,0,Yes,Yes
4831-EOBFE,Male,43,Yes,0,Mountain Ranch,95246,1,Yes,No
4832-VRBMR,Male,65,Yes,0,Parker Dam,92267,1,Yes,Yes
4833-QTJNO,Male,66,Yes,0,Coulterville,95311,10,Yes,Yes
4835-YSJMR,Male,59,No,0,Ceres,95307,0,Yes,No
4836-WNFNO,Female,56,Yes,0,Los Angeles,90032,7,No,Yes
4837-PZTIC,Female,54,No,0,Torrance,90504,0,No,
4837-QUSFT,Female,35,Yes,0,Oakley,94561,8,No,Yes
4840-ORQXB,Female,67,No,0,Sierra Madre,91024,0,No,Yes
4844-JJWUY,Female,65,No,0,San Francisco,94121,0,No,No
4846-WHAFZ,Female,80,Yes,1,Whittier,90602,1,No,Yes
4847-QNOKA,Female,30,No,0,Modesto,95355,0,Yes,No
4847-TAJYI,Female,77,No,0,Chula Vista,91911,0,Yes,No
4849-PYRLQ,Female,80,No,0,Fremont,94536,0,Yes,Yes
4851-BQDNX,Male,56,Yes,1,Oxnard,93035,5,Yes,No
4853-OITSN,Male,33,Yes,0,Oakland,94606,8,No,Yes
4853-RULSV,Male,25,No,0,Miramonte,93641,0,No,Yes
4854-CIDCF,Female,74,No,0,Los Angeles,90065,0,No,No
4854-SSLTN,Male,49,Yes,4,Torrance,90502,8,No,No
4855-SNKMY,Female,31,No,0,Los Angeles,90024,0,No,No
4859-ZSRDZ,Female,58,Yes,0,Vacaville,95687,1,Yes,
4860-IJUDE,Male,34,No,0,Ripon,95366,0,No,No
4860-YZGZM,Male,27,No,0,San Jose,95128,0,No,No
4868-AADLV,Male,77,Yes,2,Durham,95938,0,Yes,Yes
4869-EPIUS,Male,37,Yes,0,San Rafael,94901,3,No,No
4871-JTKJF,Female,70,No,0,Selma,93662,0,Yes,No
4872-JCVCA,Female,44,Yes,0,Desert Hot Springs,92241,1,Yes,
4872-VXRIL,Male,22,No,0,Lancaster,93536,0,Yes,Yes
4873-ILOLJ,Male,64,No,0,Sunol,94586,0,No,No
4877-EVATK,Male,30,No,0,Elk,95432,0,No,No
4877-TSOFF,Female,41,Yes,3,Morongo Valley,92256,7,Yes,Yes
4878-BUNFV,Male,59,Yes,1,Oakland,94621,10,Yes,No
4879-GZLFH,Female,33,Yes,3,Buena Park,90621,10,No,No
4881-GQJTW,Male,64,No,0,Taylorsville,95983,0,No,No
4881-JVQOD,Male,73,Yes,3,Oxnard,93030,1,Yes,
4883-KCPZJ,Female,30,Yes,3,Deer Park,94576,9,No,Yes
4883-QICIH,Male,37,Yes,0,Bodega Bay,94923,1,No,No
4884-LEVMQ,Male,39,Yes,0,Valley Springs,95252,10,Yes,No
4884-TVUQF,Female,80,No,0,Occidental,95465,0,Yes,Yes
4884-ZTHVF,Female,80,No,0,Santa Cruz,95065,0,No,No
4890-VMUAV,Male,46,No,0,Alpine,91901,0,Yes,Yes
4891-NLUBA,Female,46,Yes,3,Paynes Creek,96075,8,Yes,
4892-VLANZ,Male,40,No,0,Colusa,95932,0,Yes,No
4893-GYUJU,Female,29,No,0,Oregon House,95962,0,No,No
4895-TMWIR,Male,79,Yes,0,San Diego,92122,1,No,No
4896-CPRPF,Male,38,Yes,3,Valley Ford,94972,1,No,Yes
4897-QSUYC,Female,42,No,0,Amboy,92304,0,No,No
4900-MSOMT,Female,39,Yes,3,Carnelian Bay,96140,7,No,Yes
4902-OHLSK,Female,76,No,0,Half Moon Bay,94019,0,Yes,Yes
4903-CNOZC,Male,25,No,0,La Canada Flintridge,91011,0,Yes,Yes
4903-UYAVB,Male,53,Yes,0,Lathrop,95330,0,No,No
4905-JEFDW,Male,39,No,0,Palo Alto,94306,0,Yes,
4906-ZHGPK,Male,49,Yes,0,Los Angeles,90046,3,No,Yes
4908-XAXAY,Female,70,No,0,Buttonwillow,93206,0,Yes,No
4909-JOUPP,Male,76,Yes,0,Tahoma,96142,5,No,Yes
